,Compound,Negative,Neutral,Positive,Source,Tweet,Tweet Time,Tweets Ago
89,0.0,0.0,1.0,0.0,CNN,"Johnston County Hams is recalling more than 89,000 pounds of ready-to-eat ham products due to possible listeria con… https://t.co/dDX5E3JguC",2018-10-04 17:50:07+00:00,90
88,0.5994,0.0,0.804,0.196,CNN,Hershey has a super secret chocolate lab where all its products get dreamed up. Go inside: https://t.co/qarEkoqH7C https://t.co/LVOLLeyjpv,2018-10-04 18:00:03+00:00,89
87,0.6105,0.0,0.841,0.159,CNN,"""I actually got to eat my food while it was still hot!”: This incredibly kind Olive Garden waitress helped feed a f… https://t.co/0vrREwauGj",2018-10-04 18:10:08+00:00,88
86,-0.8271,0.352,0.648,0.0,CNN,"Women who recently and regularly take a daily low-dose aspirin may lower their risk of developing ovarian cancer, n… https://t.co/j0MdPuz6rH",2018-10-04 18:20:09+00:00,87
85,0.0,0.0,1.0,0.0,CNN,Minnesota Rep. Keith Ellison is considering an exit from his position as deputy chair of the Democratic National Co… https://t.co/sdhpzWAPoo,2018-10-04 18:30:04+00:00,86
84,0.5574,0.0,0.806,0.194,CNN,"Sens. Grassley, McConnell and others hold a press conference about embattled Supreme Court Nominee Brett Kavanaugh.… https://t.co/pyoG5Bb7rc",2018-10-04 18:40:06+00:00,85
83,0.5574,0.0,0.841,0.159,CNN,Nebraska Republican Sen. Ben Sasse: 'I urged President Trump to nominate a woman' to the Supreme Court in June befo… https://t.co/l1QU9jeXVa,2018-10-04 18:40:07+00:00,84
82,-0.2263,0.087,0.913,0.0,CNN,Sen. Heidi Heitkamp of North Dakota -- a red state Democrat who had been an undecided vote -- announced Thursday th… https://t.co/lyT3wOPRuT,2018-10-04 18:50:08+00:00,83
81,0.0,0.0,1.0,0.0,CNN,"RT @CNNPolitics: Senate Judiciary Chairman Chuck Grassley: “Judge Kavanaugh should be confirmed on Saturday"" https://t.co/lYAwiFBiFQ",2018-10-04 18:52:23+00:00,82
80,0.0,0.0,1.0,0.0,CNN,"RT @CNNPolitics: Sen. Orrin Hatch: “After investigations from both the committee and the FBI, we have found nothing, absolutely nothing to…",2018-10-04 18:52:38+00:00,81
79,0.0,0.0,1.0,0.0,CNN,"A year after Cassini ended its 20-year mission to study Saturn, the last data the spacecraft recorded before plungi… https://t.co/9ok0WDsDJb",2018-10-04 19:00:06+00:00,80
78,0.5574,0.0,0.87,0.13,CNN,RT @CNNPolitics: Sen. John Cornyn: “More is at stake than just this nomination and the Supreme Court. The Senate itself is on trial here. A…,2018-10-04 19:01:58+00:00,79
77,-0.6597,0.252,0.748,0.0,CNN,"RT @CNNPolitics: Sen. Mike Lee: ""Allegations of sexual misconduct are serious, of sexual assault, are of a most serious nature and always h…",2018-10-04 19:02:02+00:00,78
76,0.2732,0.0,0.905,0.095,CNN,"Einstein's famous ""God Letter"" is expected to fetch at least $1 million when it goes up for auction in December… https://t.co/OS1ispZcHA",2018-10-04 19:05:43+00:00,77
75,0.0772,0.0,0.929,0.071,CNN,"Ireland passed a landmark bill aimed at reducing alcohol consumption on Wednesday, following more than 1,000 days o… https://t.co/n2ecXSFfb5",2018-10-04 19:12:00+00:00,76
74,-0.6808,0.28,0.72,0.0,CNN,"Nineties rap mogul Marion ""Suge"" Knight was sentenced to 28 years in prison after pleading no contest to manslaught… https://t.co/Zz8E0ay0G5",2018-10-04 19:21:06+00:00,75
73,-0.7783,0.254,0.746,0.0,CNN,RT @CNNBusiness: US stocks are on pace for their worst losses in three months as bond yields hit 7-year highs https://t.co/RPpqNjVa83 https…,2018-10-04 19:29:54+00:00,74
72,0.5859,0.0,0.759,0.241,CNN,Republicans needed a midterms miracle. Could Brett Kavanaugh be it? | Analysis by @CillizzaCNN… https://t.co/OK9XgQhHvr,2018-10-04 19:31:07+00:00,73
71,0.296,0.0,0.82,0.18,CNN,Join @VanJones68 for a Facebook live chat with astrophysicist @neiltyson: https://t.co/sJpW5I2Pfl https://t.co/xXlUIHknsf,2018-10-04 19:35:56+00:00,72
70,-0.5859,0.16,0.84,0.0,CNN,"Tesla CEO Elon Musk and the federal regulator that settled his fraud case just got some homework.

A US District Co… https://t.co/cMo2FQQwU9",2018-10-04 19:41:05+00:00,71
69,0.0,0.0,1.0,0.0,CNN,"Luxury tourism is on the rise in Tulum, Mexico. But the beaches there are also home to nesting sea turtles, which a… https://t.co/cvozdwxdaC",2018-10-04 19:51:02+00:00,70
68,-0.2023,0.114,0.886,0.0,CNN,"High-population cities have longer-lasting flu seasons, while lower-population cities have shorter but more intense… https://t.co/5LsrxuFgPS",2018-10-04 20:01:04+00:00,69
67,0.1027,0.092,0.756,0.151,CNN,"RT @CNNBusiness: Spiking Treasury yields drive stocks lower. 10-year US Treasury yield hits highest since 2011. Dow declines 201 points, or…",2018-10-04 20:07:36+00:00,68
66,-0.6705,0.209,0.791,0.0,CNN,"A man killed in a car explosion over the weekend in Allentown, Pennsylvania, intentionally carried out the blast th… https://t.co/r3XMq34mv2",2018-10-04 20:10:53+00:00,67
65,0.4019,0.093,0.732,0.176,CNN,The scene as protesters opposing Brett Kavanaugh's nomination to the Supreme Court fill a Senate office building.… https://t.co/Fq6YVgZwCF,2018-10-04 20:15:46+00:00,66
64,-0.25,0.087,0.913,0.0,CNN,"RT @CNNnewsroom: ""This is a political action protest ... it's much larger than a week ago, when those one-on-one hearings were going on. An…",2018-10-04 20:18:13+00:00,65
63,-0.4215,0.128,0.872,0.0,CNN,Hundreds of tons of human body parts and surgical waste have been stockpiled by a disposal company contracted by th… https://t.co/cEsZejM9u4,2018-10-04 20:21:02+00:00,64
62,0.3595,0.0,0.83,0.17,CNN,"""Jeopardy!"" host Alex Trebek issued an apology after he added his own jokes while moderating the Pennsylvania guber… https://t.co/uCOH7WqQY1",2018-10-04 20:21:59+00:00,63
61,0.5994,0.0,0.804,0.196,CNN,Hershey has a super secret chocolate lab where all its products get dreamed up. Go inside: https://t.co/qarEkoIhZa https://t.co/rrUmMkIZcg,2018-10-04 20:26:41+00:00,62
60,0.5719,0.0,0.837,0.163,CNN,The commercial success of virtual reality may depend on being able to make real human connections on VR platforms.… https://t.co/CzggHKoKyp,2018-10-04 20:31:04+00:00,61
59,-0.5719,0.15,0.85,0.0,CNN,"""Regardless of the outcome of the vote on Kavanaugh, the fury won't end. ... It has just the right ingredients for… https://t.co/OVyl9FaHPC",2018-10-04 20:42:01+00:00,60
58,0.0,0.0,1.0,0.0,CNN,"West Virginia Democratic congressional candidate Richard Ojeda: ""I'm a real Democrat"" https://t.co/4Ens2x5YtW https://t.co/Wd5iCG8iLg",2018-10-04 20:46:00+00:00,59
57,-0.6806,0.228,0.772,0.0,CNN,"RT @TheLeadCNN: ""Donald Trump would have never won the presidency if it wasn't for the Scalia open seat,"" argues @RickSantorum https://t.co…",2018-10-04 20:47:40+00:00,58
56,0.25,0.0,0.905,0.095,CNN,A man's vision changed dramatically after he took a gulp of a drug he bought online that is commonly used to treat… https://t.co/l0jlyVaOrD,2018-10-04 20:51:05+00:00,57
55,-0.5719,0.177,0.759,0.063,CNN,Florida's attorney general has launched a tip website for people to report allegations of past child sex abuse by C… https://t.co/8rVFOljll3,2018-10-04 21:01:06+00:00,56
54,-0.7845,0.239,0.761,0.0,CNN,"RT @TheLeadCNN: If Kavanaugh is confirmed and the GOP go ""state by state, stomping on"" sexual assault survivors, as ""some radical cry for v…",2018-10-04 21:04:40+00:00,55
53,0.5719,0.0,0.791,0.209,CNN,"Trump, Kavanaugh and the myth of self-made success | By Chuck Collins via @CNNOpinion https://t.co/2PMkBPI9Mi https://t.co/xU585tTjLI",2018-10-04 21:11:04+00:00,54
52,0.2023,0.0,0.909,0.091,CNN,"Elon Musk calls the SEC the ""Shortseller Enrichment Commission"" on Twitter shortly after reaching a deal with the a… https://t.co/FcyUk0M6GQ",2018-10-04 21:15:08+00:00,53
51,0.0,0.0,1.0,0.0,CNN,"NYC to Boston in 36 minutes? Transcend Air has plans for a jet-fast plane that takes off and lands vertically, allo… https://t.co/u4otO75QOq",2018-10-04 21:16:00+00:00,52
50,-0.5267,0.167,0.833,0.0,CNN,"A man has been sentenced to six months in prison for punching a woman in the face in Paris when she told him to ""sh… https://t.co/HWe2REqB30",2018-10-04 21:21:03+00:00,51
49,-0.1027,0.08,0.92,0.0,CNN,Sen. Bernie Sanders says McDonald's should give its workers a pay raise to $15 an hour https://t.co/9NwTC9UBTN https://t.co/Ni5h2S0SlU,2018-10-04 21:31:04+00:00,50
48,-0.3612,0.135,0.865,0.0,CNN,"Birds in Gilbert, Minnesota, are flying into windshields, bumping into trees and looking mighty disoriented. Police… https://t.co/1R9DfAGUil",2018-10-04 21:41:03+00:00,49
47,0.0,0.0,1.0,0.0,CNN,"President Trump has signed off on a new national counterterrorism strategy, articulating his administration's visio… https://t.co/JvMkQJz5gJ",2018-10-04 21:51:06+00:00,48
46,0.0,0.0,1.0,0.0,CNN,"RT @CNNSitRoom: ""This investigation was a complete cover-up, a complete sham."" - @SenJeffMerkley says the White House gave instructions to…",2018-10-04 21:57:22+00:00,47
45,-0.296,0.25,0.568,0.182,CNN,A horrific childhood in China inspired this woman's crusade against homelessness https://t.co/J007ihNtKn https://t.co/53UtakAVmc,2018-10-04 22:01:06+00:00,46
44,0.7906,0.0,0.708,0.292,CNN,Retired Supreme Court Justice John Paul Stevens said SCOTUS nominee Brett Kavanaugh does not belong on the nation's… https://t.co/9WDroel0YB,2018-10-04 22:11:11+00:00,45
43,0.0,0.0,1.0,0.0,CNN,Former Vice President Joe Biden to offer a contrast to President Trump in a foreign policy speech in London… https://t.co/LGNfjUmBrE,2018-10-04 22:21:03+00:00,44
42,-0.0516,0.162,0.684,0.154,CNN,Today’s Full Circle focuses on the FBI inquiry into sexual assault allegations against Supreme Court nominee Brett… https://t.co/gZ6WjF3FBH,2018-10-04 22:26:58+00:00,43
41,0.25,0.0,0.9,0.1,CNN,"I'm glad Melania Trump is in Africa, but her trip won't change anything | By Christine Mungai via @CNNOpinion… https://t.co/SAOY9MCbIp",2018-10-04 22:31:06+00:00,42
40,0.0,0.0,1.0,0.0,CNN,Here are some of the people who the FBI interviewed for the Kavanaugh investigation https://t.co/ZDz5XKJI0V https://t.co/XHwuxdCBe2,2018-10-04 22:41:05+00:00,41
39,-0.6124,0.227,0.773,0.0,CNN,Protesters were arrested at a US Senate building as crowds of activists descended on Capitol Hill while lawmakers r… https://t.co/9iRzDib8Zt,2018-10-04 22:45:56+00:00,40
38,0.5574,0.0,0.795,0.205,CNN,"Georgetown Prep alumni back up Supreme Court nominee Brett Kavanaugh's testimony on ""devil's triangle""… https://t.co/1Bk1S5TG5M",2018-10-04 22:51:03+00:00,39
37,0.0,0.0,1.0,0.0,CNN,"Florida Sen. Bill Nelson, the incumbent Democrat locked in a tight race with Governor Rick Scott, has revealed that… https://t.co/XDDR9mRtUE",2018-10-04 23:01:04+00:00,38
36,0.7906,0.0,0.708,0.292,CNN,Retired Supreme Court Justice John Paul Stevens said SCOTUS nominee Brett Kavanaugh does not belong on the nation's… https://t.co/eYjnVlYiBO,2018-10-04 23:14:07+00:00,37
35,0.4019,0.0,0.886,0.114,CNN,"RT @OutFrontCNN: CNN's @KateBolduan: ""It has become the definition of a tale of two reports. ... Republicans clearly focusing on what was i…",2018-10-04 23:17:53+00:00,36
34,0.0,0.0,1.0,0.0,CNN,"British Airways is marking the 60th anniversary of the first transatlantic jet engine flight. Its predecessor, the… https://t.co/9a2r8a1z2C",2018-10-04 23:23:03+00:00,35
33,0.34,0.092,0.756,0.151,CNN,RT @OutFrontCNN: Key red-state Democratic Sen. Heidi Heitkamp says she will vote no on Supreme Court nominee Brett Kavanaugh's confirmation…,2018-10-04 23:32:17+00:00,34
32,0.4404,0.0,0.818,0.182,CNN,"President Trump speaks to supporters at a rally in Rochester, Minnesota. Follow live updates:… https://t.co/M2oFFrr9pc",2018-10-04 23:34:42+00:00,33
31,0.4019,0.0,0.828,0.172,CNN,Researchers say this new font could help you remember what you read https://t.co/HLpLPDCstt https://t.co/aW16WWm8By,2018-10-04 23:40:41+00:00,32
30,0.5994,0.0,0.804,0.196,CNN,Hershey has a super secret chocolate lab where all its products get dreamed up. Go inside: https://t.co/qarEkoIhZa https://t.co/9vDgupEh6f,2018-10-04 23:46:00+00:00,31
29,-0.4588,0.125,0.875,0.0,CNN,The red tide bloom that's been in the waters off Florida's Gulf coast for months is now choking the Atlantic Ocean… https://t.co/v8hRXsh6jU,2018-10-04 23:57:06+00:00,30
28,0.0,0.0,1.0,0.0,CNN,"A year after Cassini ended its 20-year mission to study Saturn, the last data the spacecraft recorded before plungi… https://t.co/kNOgAUORCs",2018-10-05 00:01:05+00:00,29
27,-0.34,0.138,0.862,0.0,CNN,Birds in Minnesota keep crashing into things and police think it's because they're drunk https://t.co/MJYzDwQiUR https://t.co/i3kfLTaNnB,2018-10-05 00:06:04+00:00,28
26,0.0,0.0,1.0,0.0,CNN,"Why North Dakota Sen. Heidi Heitkamp's ""no"" vote on Kavanaugh could make political sense https://t.co/ejtrdPLYtu https://t.co/VGjH9vNVT6",2018-10-05 00:06:49+00:00,27
25,-0.4019,0.156,0.844,0.0,CNN,"RT @OutFrontCNN: Republican Sen. Orrin Hatch told a group of female protesters to ""grow up"" when they confronted him while getting into an…",2018-10-05 00:08:02+00:00,26
24,0.1531,0.133,0.708,0.159,CNN,"Supreme Court nominee Brett Kavanaugh wrote a Wall Street Journal op-ed arguing that he is an ""independent, imparti… https://t.co/TaT97wp9oh",2018-10-05 00:08:45+00:00,25
23,0.6705,0.0,0.766,0.234,CNN,"RT @CNNBusiness: President Trump called the new US-Mexico-Canada Agreement ""a fair deal"" and slammed NAFTA during a rally on Thursday https…",2018-10-05 00:09:17+00:00,24
22,0.3595,0.0,0.83,0.17,CNN,"""Jeopardy!"" host Alex Trebek issued an apology after he added his own jokes while moderating the Pennsylvania guber… https://t.co/VEorHcDH4a",2018-10-05 00:16:00+00:00,23
21,0.0,0.0,1.0,0.0,CNN,"RT @OutFrontCNN: ""There are more questions that remain than were answered as a result of the FBI report."" - Democratic Sen. Ben Cardin says…",2018-10-05 00:18:56+00:00,22
20,-0.8271,0.352,0.648,0.0,CNN,"Women who recently and regularly take a daily low-dose aspirin may lower their risk of developing ovarian cancer, n… https://t.co/L8XsGBZN55",2018-10-05 00:22:05+00:00,21
19,-0.25,0.105,0.895,0.0,CNN,GOP Sen. Steve Daines will be out Saturday; the impact on the Kavanaugh vote is unclear https://t.co/pbr9E6c5ww https://t.co/RF9lgTDkXj,2018-10-05 00:27:55+00:00,20
18,0.0,0.0,1.0,0.0,CNN,Democratic Sen. Jeff Merkley said the FBI's supplemental investigation into allegations of sexual misconduct agains… https://t.co/cwSbe6o3LU,2018-10-05 00:29:44+00:00,19
17,0.2732,0.0,0.909,0.091,CNN,"Albert Einstein's famous ""God Letter"" is expected to fetch at least $1 million when it goes up for auction in Decem… https://t.co/RRyDGAI1Eb",2018-10-05 00:31:06+00:00,18
16,0.0,0.0,1.0,0.0,CNN,"RT @AC360: ""Clean-up on Aisle Six"" - Jim Acosta notes that Brett Kavanaugh's ""eleventh hour"" Op-Ed in the Wall Street Journal may be an ind…",2018-10-05 00:32:29+00:00,17
15,0.0,0.0,1.0,0.0,CNN,"""This investigation was a complete cover-up, a complete sham."" Democratic Sen. Jeff Merkley says the White House ga… https://t.co/602YustDAy",2018-10-05 00:44:55+00:00,16
14,-0.3612,0.161,0.839,0.0,CNN,These Georgia high school football players wore their jerseys to a teammate's funeral https://t.co/wKdeQzd8zb https://t.co/Kr02mdZpVq,2018-10-05 00:48:49+00:00,15
13,0.0,0.0,1.0,0.0,CNN,6.5 million pounds of beef recalled due to salmonella outbreak https://t.co/UI05zaJIvI https://t.co/bnqmDw0GIv,2018-10-05 00:52:21+00:00,14
12,0.0772,0.0,0.929,0.071,CNN,"Ireland passed a landmark bill aimed at reducing alcohol consumption on Wednesday, following more than 1,000 days o… https://t.co/hO1CMmq0Jw",2018-10-05 01:01:04+00:00,13
11,0.296,0.0,0.862,0.138,CNN,"In the 25 years since Jeff Bezos first launched Amazon in his garage, the company has gone from an online bookselle… https://t.co/iNw6U4z5gY",2018-10-05 01:02:54+00:00,12
10,-0.5574,0.15,0.85,0.0,CNN,"RT @AC360: ""The question of who the FBI did and did not talk to? That's hotly disputed, and no one seems willing to step up and say exactly…",2018-10-05 01:08:28+00:00,11
9,0.0,0.0,1.0,0.0,CNN,"West Virginia Democratic congressional candidate Richard Ojeda: ""I'm a real Democrat"" https://t.co/4Ens2x5YtW https://t.co/qtR5QGwvuv",2018-10-05 01:16:00+00:00,10
8,-0.296,0.099,0.901,0.0,CNN,"RT @CNNPolitics: Sen. Richard Blumenthal on Brett Kavanaugh's op-ed defending his emotions during his testimony: ""This op-ed in no way remo…",2018-10-05 01:17:48+00:00,9
7,0.2263,0.0,0.927,0.073,CNN,"RT @CuomoPrimeTime: ""We know this much. He didn't fly off the handle. Those were prepared remarks. So whatever he said he meant to say. The…",2018-10-05 01:17:56+00:00,8
6,0.0,0.0,1.0,0.0,CNN,"Johnston County Hams is recalling more than 89,000 pounds of ready-to-eat ham products due to possible listeria con… https://t.co/qXRgJykskm",2018-10-05 01:21:06+00:00,7
5,0.5574,0.0,0.854,0.146,CNN,"RT @OutFrontCNN: Senator Susan Collins has not yet announced how she will vote on Supreme Court nominee Brett Kavanaugh, despite the ensuin…",2018-10-05 01:23:30+00:00,6
4,-0.2023,0.114,0.886,0.0,CNN,"High-population cities have longer-lasting flu seasons, while lower-population cities have shorter but more intense… https://t.co/2D5USliKQr",2018-10-05 01:31:03+00:00,5
3,0.0,0.0,1.0,0.0,CNN,"A rare bottle of single-malt Scotch was bought for more than $1.1 million in Edinburgh, Scotland, making it the wor… https://t.co/05TA8Rc7oa",2018-10-05 01:36:05+00:00,4
2,0.7096,0.0,0.763,0.237,CNN,"RT @AC360: ""That Op-Ed piece is a pretty obvious effort to clean up the debacle of his testimony."" @SenBlumenthal says Kavanaugh's performa…",2018-10-05 01:43:08+00:00,3
1,-0.6447,0.208,0.792,0.0,CNN,"RT @CuomoPrimeTime: ""I'm not okay with his temperament and I sat in the room. I actually could feel his rage throughout his testimony. I fe…",2018-10-05 01:43:20+00:00,2
0,-0.4019,0.219,0.675,0.105,CNN,"San Francisco's first sister-city cuts its ties over a memorial for ""comfort women"" -- women and girls forced into… https://t.co/drwnkfb5gb",2018-10-05 01:49:05+00:00,1
